Date,Time,PV_W_078,PV_Wh_078
2021/04/23,00:00:00,13,0
2021/04/23,00:01:00,13,0
2021/04/23,00:02:00,17,31
2021/04/23,00:03:00,13,31
2021/04/23,00:04:00,15,31
2021/04/23,00:05:00,12,31
2021/04/23,00:06:00,9,31
2021/04/23,00:07:00,16,31
2021/04/23,00:08:00,12,31
2021/04/23,00:09:00,13,31
2021/04/23,00:10:00,11,31
2021/04/23,00:11:00,11,31
2021/04/23,00:12:00,15,31
2021/04/23,00:13:00,15,31
2021/04/23,00:14:00,12,31
2021/04/23,00:15:00,14,31
2021/04/23,00:16:00,10,31
2021/04/23,00:17:00,16,31
2021/04/23,00:18:00,12,31
2021/04/23,00:19:00,12,31
2021/04/23,00:20:00,14,31
2021/04/23,00:21:00,14,31
2021/04/23,00:22:00,14,31
2021/04/23,00:23:00,13,31
2021/04/23,00:24:00,14,31
2021/04/23,00:25:00,13,31
2021/04/23,00:26:00,14,31
2021/04/23,00:27:00,12,31
2021/04/23,00:28:00,15,31
2021/04/23,00:29:00,12,31
2021/04/23,00:30:00,14,31
2021/04/23,00:31:00,10,31
2021/04/23,00:32:00,15,31
2021/04/23,00:33:00,13,31
2021/04/23,00:34:00,13,31
2021/04/23,00:35:00,14,31
2021/04/23,00:36:00,11,31
2021/04/23,00:37:00,11,31
2021/04/23,00:38:00,14,31
2021/04/23,00:39:00,12,31
2021/04/23,00:40:00,13,31
2021/04/23,00:41:00,12,31
2021/04/23,00:42:00,13,31
2021/04/23,00:43:00,14,31
2021/04/23,00:44:00,15,31
2021/04/23,00:45:00,15,31
2021/04/23,00:46:00,13,31
2021/04/23,00:47:00,13,31
2021/04/23,00:48:00,14,31
2021/04/23,00:49:00,15,31
2021/04/23,00:50:00,17,31
2021/04/23,00:51:00,14,31
2021/04/23,00:52:00,16,31
2021/04/23,00:53:00,9,31
2021/04/23,00:54:00,14,31
2021/04/23,00:55:00,12,31
2021/04/23,00:56:00,15,31
2021/04/23,00:57:00,15,31
2021/04/23,00:58:00,13,31
2021/04/23,00:59:00,15,31
2021/04/23,01:00:00,10,31
2021/04/23,01:01:00,14,31
2021/04/23,01:02:00,10,31
2021/04/23,01:03:00,13,31
2021/04/23,01:04:00,13,31
2021/04/23,01:05:00,13,31
2021/04/23,01:06:00,10,31
2021/04/23,01:07:00,11,31
2021/04/23,01:08:00,13,31
2021/04/23,01:09:00,11,31
2021/04/23,01:10:00,11,31
2021/04/23,01:11:00,17,31
2021/04/23,01:12:00,11,31
2021/04/23,01:13:00,15,31
2021/04/23,01:14:00,13,31
2021/04/23,01:15:00,12,31
2021/04/23,01:16:00,15,31
2021/04/23,01:17:00,12,31
2021/04/23,01:18:00,13,31
2021/04/23,01:19:00,16,31
2021/04/23,01:20:00,18,31
2021/04/23,01:21:00,16,31
2021/04/23,01:22:00,15,31
2021/04/23,01:23:00,14,31
2021/04/23,01:24:00,13,31
2021/04/23,01:25:00,13,31
2021/04/23,01:26:00,14,31
2021/04/23,01:27:00,16,31
2021/04/23,01:28:00,13,31
2021/04/23,01:29:00,11,31
2021/04/23,01:30:00,13,31
2021/04/23,01:31:00,13,31
2021/04/23,01:32:00,13,31
2021/04/23,01:33:00,13,31
2021/04/23,01:34:00,12,31
2021/04/23,01:35:00,12,31
2021/04/23,01:36:00,13,31
2021/04/23,01:37:00,12,31
2021/04/23,01:38:00,13,31
2021/04/23,01:39:00,12,31
2021/04/23,01:40:00,15,31
2021/04/23,01:41:00,16,31
2021/04/23,01:42:00,15,31
2021/04/23,01:43:00,16,31
2021/04/23,01:44:00,16,31
2021/04/23,01:45:00,14,31
2021/04/23,01:46:00,13,31
2021/04/23,01:47:00,14,31
2021/04/23,01:48:00,14,31
2021/04/23,01:49:00,14,31
2021/04/23,01:50:00,15,31
2021/04/23,01:51:00,16,31
2021/04/23,01:52:00,14,31
2021/04/23,01:53:00,12,31
2021/04/23,01:54:00,14,31
2021/04/23,01:55:00,11,31
2021/04/23,01:56:00,11,31
2021/04/23,01:57:00,10,31
2021/04/23,01:58:00,14,31
2021/04/23,01:59:00,11,31
2021/04/23,02:00:00,14,31
2021/04/23,02:01:00,11,31
2021/04/23,02:02:00,12,31
2021/04/23,02:03:00,16,31
2021/04/23,02:04:00,16,31
2021/04/23,02:05:00,15,31
2021/04/23,02:06:00,13,31
2021/04/23,02:07:00,14,31
2021/04/23,02:08:00,14,31
2021/04/23,02:09:00,13,31
2021/04/23,02:10:00,14,31
2021/04/23,02:11:00,16,31
2021/04/23,02:12:00,15,31
2021/04/23,02:13:00,14,31
2021/04/23,02:14:00,12,31
2021/04/23,02:15:00,13,31
2021/04/23,02:16:00,14,31
2021/04/23,02:17:00,14,31
2021/04/23,02:18:00,12,31
2021/04/23,02:19:00,12,31
2021/04/23,02:20:00,12,31
2021/04/23,02:21:00,16,31
2021/04/23,02:22:00,14,63
2021/04/23,02:23:00,13,63
2021/04/23,02:24:00,15,63
2021/04/23,02:25:00,14,63
2021/04/23,02:26:00,13,63
2021/04/23,02:27:00,14,63
2021/04/23,02:28:00,13,63
2021/04/23,02:29:00,15,63
2021/04/23,02:30:00,16,63
2021/04/23,02:31:00,13,63
2021/04/23,02:32:00,15,63
2021/04/23,02:33:00,17,63
2021/04/23,02:34:00,11,63
2021/04/23,02:35:00,12,63
2021/04/23,02:36:00,10,63
