Date,Time,PV_W_078,PV_Wh_078
2021/03/12,00:00:00,15,0
2021/03/12,00:01:00,15,0
2021/03/12,00:02:00,13,0
2021/03/12,00:03:00,10,0
2021/03/12,00:04:00,11,0
2021/03/12,00:05:00,14,0
2021/03/12,00:06:00,12,0
2021/03/12,00:07:00,12,0
2021/03/12,00:08:00,13,0
2021/03/12,00:09:00,11,0
2021/03/12,00:10:00,12,0
2021/03/12,00:11:00,11,0
2021/03/12,00:12:00,12,0
2021/03/12,00:13:00,14,0
2021/03/12,00:14:00,12,0
2021/03/12,00:15:00,12,0
2021/03/12,00:16:00,11,0
2021/03/12,00:17:00,14,31
2021/03/12,00:18:00,13,31
2021/03/12,00:19:00,13,31
2021/03/12,00:20:00,13,31
2021/03/12,00:21:00,11,31
2021/03/12,00:22:00,12,31
2021/03/12,00:23:00,11,31
2021/03/12,00:24:00,12,31
2021/03/12,00:25:00,10,31
2021/03/12,00:26:00,10,31
2021/03/12,00:27:00,11,31
2021/03/12,00:28:00,13,31
2021/03/12,00:29:00,11,31
2021/03/12,00:30:00,12,31
2021/03/12,00:31:00,11,31
2021/03/12,00:32:00,16,31
2021/03/12,00:33:00,11,31
2021/03/12,00:34:00,10,31
2021/03/12,00:35:00,11,31
2021/03/12,00:36:00,10,31
2021/03/12,00:37:00,12,31
2021/03/12,00:38:00,12,31
2021/03/12,00:39:00,13,31
2021/03/12,00:40:00,12,31
2021/03/12,00:41:00,11,31
2021/03/12,00:42:00,12,31
2021/03/12,00:43:00,13,31
2021/03/12,00:44:00,11,31
2021/03/12,00:45:00,13,31
2021/03/12,00:46:00,13,31
2021/03/12,00:47:00,14,31
2021/03/12,00:48:00,14,31
2021/03/12,00:49:00,9,31
2021/03/12,00:50:00,10,31
2021/03/12,00:51:00,13,31
2021/03/12,00:52:00,13,31
2021/03/12,00:53:00,10,31
2021/03/12,00:54:00,10,31
2021/03/12,00:55:00,14,31
2021/03/12,00:56:00,13,31
2021/03/12,00:57:00,11,31
2021/03/12,00:58:00,12,31
2021/03/12,00:59:00,14,31
2021/03/12,01:00:00,14,31
2021/03/12,01:01:00,14,31
2021/03/12,01:02:00,12,31
2021/03/12,01:03:00,10,31
2021/03/12,01:04:00,11,31
2021/03/12,01:05:00,11,31
2021/03/12,01:06:00,15,31
2021/03/12,01:07:00,15,31
2021/03/12,01:08:00,12,31
2021/03/12,01:09:00,13,31
2021/03/12,01:10:00,10,31
2021/03/12,01:11:00,11,31
2021/03/12,01:12:00,13,31
2021/03/12,01:13:00,12,31
2021/03/12,01:14:00,12,31
2021/03/12,01:15:00,11,31
2021/03/12,01:16:00,10,31
2021/03/12,01:17:00,12,31
2021/03/12,01:18:00,13,31
2021/03/12,01:19:00,12,31
2021/03/12,01:20:00,12,31
2021/03/12,01:21:00,10,31
2021/03/12,01:22:00,12,31
2021/03/12,01:23:00,9,31
2021/03/12,01:24:00,15,31
2021/03/12,01:25:00,11,31
2021/03/12,01:26:00,12,31
2021/03/12,01:27:00,13,31
2021/03/12,01:28:00,11,31
2021/03/12,01:29:00,12,31
2021/03/12,01:30:00,12,31
2021/03/12,01:31:00,14,31
2021/03/12,01:32:00,10,31
2021/03/12,01:33:00,11,31
2021/03/12,01:34:00,11,31
2021/03/12,01:35:00,15,31
2021/03/12,01:36:00,10,31
2021/03/12,01:37:00,8,31
2021/03/12,01:38:00,12,31
2021/03/12,01:39:00,13,31
2021/03/12,01:40:00,13,31
2021/03/12,01:41:00,12,31
2021/03/12,01:42:00,13,31
2021/03/12,01:43:00,12,31
2021/03/12,01:44:00,12,31
2021/03/12,01:45:00,13,31
2021/03/12,01:46:00,11,31
