Date,Time,PV_W_078,PV_Wh_078
2021/10/03,00:00:00,0,0
2021/10/03,00:01:00,0,0
2021/10/03,00:02:00,0,0
2021/10/03,00:03:00,0,0
2021/10/03,00:04:00,0,0
2021/10/03,00:05:00,0,0
2021/10/03,00:06:00,0,0
2021/10/03,00:07:00,0,0
2021/10/03,00:08:00,0,0
2021/10/03,00:09:00,0,0
2021/10/03,00:10:00,0,0
2021/10/03,00:11:00,0,0
2021/10/03,00:12:00,0,0
2021/10/03,00:13:00,0,0
2021/10/03,00:14:00,0,0
2021/10/03,00:15:00,0,0
2021/10/03,00:16:00,0,0
2021/10/03,00:17:00,0,0
2021/10/03,00:18:00,0,0
2021/10/03,00:19:00,0,0
2021/10/03,00:20:00,0,0
2021/10/03,00:21:00,0,0
2021/10/03,00:22:00,0,0
2021/10/03,00:23:00,0,0
2021/10/03,00:24:00,0,0
2021/10/03,00:25:00,0,0
2021/10/03,00:26:00,0,0
2021/10/03,00:27:00,0,0
2021/10/03,00:28:00,0,0
2021/10/03,00:29:00,0,0
2021/10/03,00:30:00,0,0
2021/10/03,00:31:00,0,0
2021/10/03,00:32:00,0,0
2021/10/03,00:33:00,0,0
2021/10/03,00:34:00,0,0
2021/10/03,00:35:00,0,0
2021/10/03,00:36:00,0,0
2021/10/03,00:37:00,0,0
2021/10/03,00:38:00,0,0
2021/10/03,00:39:00,0,0
2021/10/03,00:40:00,0,0
2021/10/03,00:41:00,0,0
2021/10/03,00:42:00,0,0
2021/10/03,00:43:00,0,0
2021/10/03,00:44:00,0,0
2021/10/03,00:45:00,0,0
2021/10/03,00:46:00,0,0
2021/10/03,00:47:00,0,0
2021/10/03,00:48:00,0,0
2021/10/03,00:49:00,0,0
2021/10/03,00:50:00,0,0
2021/10/03,00:51:00,0,0
2021/10/03,00:52:00,0,0
2021/10/03,00:53:00,0,0
2021/10/03,00:54:00,0,0
2021/10/03,00:55:00,0,0
2021/10/03,00:56:00,0,0
2021/10/03,00:57:00,0,0
2021/10/03,00:58:00,0,0
2021/10/03,00:59:00,0,0
2021/10/03,01:00:00,0,0
2021/10/03,01:01:00,0,0
2021/10/03,01:02:00,0,0
2021/10/03,01:03:00,0,0
2021/10/03,01:04:00,0,0
2021/10/03,01:05:00,0,0
2021/10/03,01:06:00,0,0
2021/10/03,01:07:00,0,0
2021/10/03,01:08:00,0,0
2021/10/03,01:09:00,0,0
2021/10/03,01:10:00,0,0
2021/10/03,01:11:00,0,0
2021/10/03,01:12:00,0,0
2021/10/03,01:13:00,0,0
2021/10/03,01:14:00,0,0
2021/10/03,01:15:00,0,0
2021/10/03,01:16:00,0,0
2021/10/03,01:17:00,0,0
2021/10/03,01:18:00,0,0
2021/10/03,01:19:00,0,0
2021/10/03,01:20:00,0,0
2021/10/03,01:21:00,0,0
2021/10/03,01:22:00,0,0
2021/10/03,01:23:00,0,0
2021/10/03,01:24:00,0,0
2021/10/03,01:25:00,0,0
2021/10/03,01:26:00,0,0
2021/10/03,01:27:00,0,0
2021/10/03,01:28:00,0,0
2021/10/03,01:29:00,0,0
2021/10/03,01:30:00,0,0
2021/10/03,01:31:00,0,0
2021/10/03,01:32:00,0,0
2021/10/03,01:33:00,0,0
2021/10/03,01:34:00,0,0
2021/10/03,01:35:00,0,0
2021/10/03,01:36:00,0,0
2021/10/03,01:37:00,0,0
2021/10/03,01:38:00,0,0
2021/10/03,01:39:00,0,0
2021/10/03,01:40:00,0,0
2021/10/03,01:41:00,0,0
2021/10/03,01:42:00,0,0
2021/10/03,01:43:00,0,0
2021/10/03,01:44:00,0,0
2021/10/03,01:45:00,0,0
2021/10/03,01:46:00,0,0
2021/10/03,01:47:00,0,0
2021/10/03,01:48:00,0,0
2021/10/03,01:49:00,0,0
2021/10/03,01:50:00,0,0
2021/10/03,01:51:00,0,0
2021/10/03,01:52:00,0,0
2021/10/03,01:53:00,0,0
2021/10/03,01:54:00,0,0
2021/10/03,01:55:00,0,0
2021/10/03,01:56:00,0,0
2021/10/03,01:57:00,0,0
2021/10/03,01:58:00,0,0
2021/10/03,01:59:00,0,0
2021/10/03,02:00:00,0,0
2021/10/03,02:01:00,0,0
2021/10/03,02:02:00,0,0
2021/10/03,02:03:00,0,0
2021/10/03,02:04:00,0,0
2021/10/03,02:05:00,0,0
2021/10/03,02:06:00,0,0
2021/10/03,02:07:00,0,0
2021/10/03,02:08:00,0,0
2021/10/03,02:09:00,0,0
2021/10/03,02:10:00,0,0
2021/10/03,02:11:00,0,0
2021/10/03,02:12:00,0,0
2021/10/03,02:13:00,0,0
2021/10/03,02:14:00,0,0
2021/10/03,02:15:00,0,0
2021/10/03,02:16:00,0,0
2021/10/03,02:17:00,0,0
2021/10/03,02:18:00,0,0
2021/10/03,02:19:00,0,0
2021/10/03,02:20:00,0,0
2021/10/03,02:21:00,0,0
2021/10/03,02:22:00,0,0
2021/10/03,02:23:00,0,0
2021/10/03,02:24:00,0,0
2021/10/03,02:25:00,0,0
2021/10/03,02:26:00,0,0
2021/10/03,02:27:00,0,0
2021/10/03,02:28:00,0,0
2021/10/03,02:29:00,0,0
2021/10/03,02:30:00,0,0
2021/10/03,02:31:00,0,0
2021/10/03,02:32:00,0,0
2021/10/03,02:33:00,0,0
2021/10/03,02:34:00,0,0
2021/10/03,02:35:00,0,0
2021/10/03,02:36:00,0,0
2021/10/03,02:37:00,0,0
2021/10/03,02:38:00,0,0
2021/10/03,02:39:00,0,0
2021/10/03,02:40:00,0,0
2021/10/03,02:41:00,0,0
2021/10/03,02:42:00,0,0
2021/10/03,02:43:00,0,0
2021/10/03,02:44:00,0,0
2021/10/03,02:45:00,0,0
2021/10/03,02:46:00,0,0
2021/10/03,02:47:00,0,0
2021/10/03,02:48:00,0,0
2021/10/03,02:49:00,0,0
2021/10/03,02:50:00,0,0
2021/10/03,02:51:00,0,0
2021/10/03,02:52:00,0,0
2021/10/03,02:53:00,0,0
2021/10/03,02:54:00,0,0
2021/10/03,02:55:00,0,0
2021/10/03,02:56:00,0,0
2021/10/03,02:57:00,0,0
2021/10/03,02:58:00,0,0
2021/10/03,02:59:00,0,0
2021/10/03,03:00:00,0,0
2021/10/03,03:01:00,0,0
2021/10/03,03:02:00,0,0
2021/10/03,03:03:00,0,0
2021/10/03,03:04:00,0,0
2021/10/03,03:05:00,0,0
2021/10/03,03:06:00,0,0
2021/10/03,03:07:00,0,0
2021/10/03,03:08:00,0,0
2021/10/03,03:09:00,0,0
2021/10/03,03:10:00,0,0
2021/10/03,03:11:00,0,0
2021/10/03,03:12:00,0,0
2021/10/03,03:13:00,0,0
2021/10/03,03:14:00,0,0
2021/10/03,03:15:00,0,0
2021/10/03,03:16:00,0,0
2021/10/03,03:17:00,0,0
2021/10/03,03:18:00,0,0
2021/10/03,03:19:00,0,0
2021/10/03,03:20:00,0,0
2021/10/03,03:21:00,0,0
2021/10/03,03:22:00,0,0
2021/10/03,03:23:00,0,0
2021/10/03,03:24:00,0,0
2021/10/03,03:25:00,0,0
2021/10/03,03:26:00,0,0
2021/10/03,03:27:00,0,0
2021/10/03,03:28:00,0,0
2021/10/03,03:29:00,0,0
2021/10/03,03:30:00,0,0
2021/10/03,03:31:00,0,0
2021/10/03,03:32:00,0,0
2021/10/03,03:33:00,0,0
2021/10/03,03:34:00,0,0
2021/10/03,03:35:00,0,0
2021/10/03,03:36:00,0,0
2021/10/03,03:37:00,0,0
2021/10/03,03:38:00,0,0
2021/10/03,03:39:00,0,0
2021/10/03,03:40:00,0,0
2021/10/03,03:41:00,0,0
2021/10/03,03:42:00,0,0
2021/10/03,03:43:00,0,0
2021/10/03,03:44:00,0,0
2021/10/03,03:45:00,0,0
2021/10/03,03:46:00,0,0
2021/10/03,03:47:00,0,0
2021/10/03,03:48:00,0,0
2021/10/03,03:49:00,0,0
2021/10/03,03:50:00,0,0
2021/10/03,03:51:00,0,0
2021/10/03,03:52:00,0,0
2021/10/03,03:53:00,0,0
2021/10/03,03:54:00,0,0
2021/10/03,03:55:00,0,0
2021/10/03,03:56:00,0,0
2021/10/03,03:57:00,0,0
2021/10/03,03:58:00,0,0
2021/10/03,03:59:00,0,0
2021/10/03,04:00:00,0,0
2021/10/03,04:01:00,0,0
2021/10/03,04:02:00,0,0
2021/10/03,04:03:00,0,0
2021/10/03,04:04:00,0,0
2021/10/03,04:05:00,0,0
2021/10/03,04:06:00,0,0
2021/10/03,04:07:00,0,0
2021/10/03,04:08:00,0,0
2021/10/03,04:09:00,0,0
2021/10/03,04:10:00,0,0
2021/10/03,04:11:00,0,0
2021/10/03,04:12:00,0,0
2021/10/03,04:13:00,0,0
2021/10/03,04:14:00,0,0
2021/10/03,04:15:00,0,0
2021/10/03,04:16:00,0,0
2021/10/03,04:17:00,0,0
2021/10/03,04:18:00,0,0
2021/10/03,04:19:00,0,0
2021/10/03,04:20:00,0,0
2021/10/03,04:21:00,0,0
2021/10/03,04:22:00,0,0
2021/10/03,04:23:00,0,0
2021/10/03,04:24:00,0,0
2021/10/03,04:25:00,0,0
2021/10/03,04:26:00,0,0
2021/10/03,04:27:00,0,0
2021/10/03,04:28:00,0,0
2021/10/03,04:29:00,0,0
2021/10/03,04:30:00,0,0
2021/10/03,04:31:00,0,0
2021/10/03,04:32:00,0,0
2021/10/03,04:33:00,0,0
2021/10/03,04:34:00,0,0
2021/10/03,04:35:00,0,0
2021/10/03,04:36:00,0,0
2021/10/03,04:37:00,0,0
2021/10/03,04:38:00,0,0
2021/10/03,04:39:00,0,0
2021/10/03,04:40:00,0,0
2021/10/03,04:41:00,0,0
2021/10/03,04:42:00,0,0
2021/10/03,04:43:00,0,0
2021/10/03,04:44:00,0,0
2021/10/03,04:45:00,0,0
2021/10/03,04:46:00,0,0
2021/10/03,04:47:00,0,0
2021/10/03,04:48:00,0,0
2021/10/03,04:49:00,0,0
2021/10/03,04:50:00,0,0
2021/10/03,04:51:00,0,0
2021/10/03,04:52:00,0,0
2021/10/03,04:53:00,0,0
2021/10/03,04:54:00,0,0
2021/10/03,04:55:00,0,0
2021/10/03,04:56:00,0,0
2021/10/03,04:57:00,0,0
2021/10/03,04:58:00,0,0
2021/10/03,04:59:00,0,0
2021/10/03,05:00:00,0,0
2021/10/03,05:01:00,0,0
2021/10/03,05:02:00,0,0
2021/10/03,05:03:00,0,0
2021/10/03,05:04:00,0,0
2021/10/03,05:05:00,0,0
2021/10/03,05:06:00,0,0
2021/10/03,05:07:00,0,0
2021/10/03,05:08:00,0,0
2021/10/03,05:09:00,0,0
2021/10/03,05:10:00,0,0
2021/10/03,05:11:00,0,0
2021/10/03,05:12:00,0,0
2021/10/03,05:13:00,0,0
2021/10/03,05:14:00,0,0
2021/10/03,05:15:00,0,0
2021/10/03,05:16:00,0,0
2021/10/03,05:17:00,0,0
2021/10/03,05:18:00,0,0
2021/10/03,05:19:00,0,0
2021/10/03,05:20:00,0,0
2021/10/03,05:21:00,0,0
2021/10/03,05:22:00,0,0
2021/10/03,05:23:00,0,0
2021/10/03,05:24:00,0,0
2021/10/03,05:25:00,0,0
2021/10/03,05:26:00,0,0
2021/10/03,05:27:00,0,0
2021/10/03,05:28:00,0,0
2021/10/03,05:29:00,0,0
2021/10/03,05:30:00,0,0
2021/10/03,05:31:00,0,0
2021/10/03,05:32:00,0,0
2021/10/03,05:33:00,0,0
2021/10/03,05:34:00,126,0
2021/10/03,05:35:00,202,0
2021/10/03,05:36:00,220,0
2021/10/03,05:37:00,247,31
2021/10/03,05:38:00,271,31
2021/10/03,05:39:00,298,31
