Date,Time,PV_W_078,PV_Wh_078
2021/04/14,00:00:00,10,0
2021/04/14,00:01:00,12,0
2021/04/14,00:02:00,12,0
2021/04/14,00:03:00,12,0
2021/04/14,00:04:00,14,0
2021/04/14,00:05:00,10,0
2021/04/14,00:06:00,11,0
2021/04/14,00:07:00,10,0
2021/04/14,00:08:00,11,0
2021/04/14,00:09:00,15,0
2021/04/14,00:10:00,13,0
2021/04/14,00:11:00,14,0
2021/04/14,00:12:00,12,0
2021/04/14,00:13:00,14,0
2021/04/14,00:14:00,15,0
2021/04/14,00:15:00,13,0
2021/04/14,00:16:00,12,0
2021/04/14,00:17:00,13,0
2021/04/14,00:18:00,15,0
2021/04/14,00:19:00,12,0
2021/04/14,00:20:00,13,0
2021/04/14,00:21:00,10,0
2021/04/14,00:22:00,13,0
2021/04/14,00:23:00,10,0
2021/04/14,00:24:00,14,0
2021/04/14,00:25:00,10,0
2021/04/14,00:26:00,12,0
2021/04/14,00:27:00,12,0
2021/04/14,00:28:00,14,0
2021/04/14,00:29:00,12,0
2021/04/14,00:30:00,11,0
2021/04/14,00:31:00,12,0
2021/04/14,00:32:00,13,0
2021/04/14,00:33:00,15,0
2021/04/14,00:34:00,12,0
2021/04/14,00:35:00,13,0
2021/04/14,00:36:00,14,0
2021/04/14,00:37:00,14,0
2021/04/14,00:38:00,13,0
2021/04/14,00:39:00,14,0
2021/04/14,00:40:00,13,0
2021/04/14,00:41:00,14,0
2021/04/14,00:42:00,10,0
2021/04/14,00:43:00,11,0
2021/04/14,00:44:00,11,0
2021/04/14,00:45:00,13,0
2021/04/14,00:46:00,13,0
2021/04/14,00:47:00,13,0
2021/04/14,00:48:00,13,0
2021/04/14,00:49:00,12,0
2021/04/14,00:50:00,10,0
2021/04/14,00:51:00,13,0
2021/04/14,00:52:00,15,0
2021/04/14,00:53:00,13,0
2021/04/14,00:54:00,12,0
2021/04/14,00:55:00,13,0
2021/04/14,00:56:00,11,0
2021/04/14,00:57:00,13,0
2021/04/14,00:58:00,15,0
2021/04/14,00:59:00,10,0
2021/04/14,01:00:00,12,31
2021/04/14,01:01:00,15,31
2021/04/14,01:02:00,13,31
2021/04/14,01:03:00,11,31
2021/04/14,01:04:00,10,31
2021/04/14,01:05:00,15,31
2021/04/14,01:06:00,14,31
2021/04/14,01:07:00,12,31
2021/04/14,01:08:00,13,31
2021/04/14,01:09:00,14,31
2021/04/14,01:10:00,14,31
2021/04/14,01:11:00,13,31
2021/04/14,01:12:00,12,31
2021/04/14,01:13:00,12,31
2021/04/14,01:14:00,11,31
2021/04/14,01:15:00,12,31
2021/04/14,01:16:00,15,31
2021/04/14,01:17:00,12,31
2021/04/14,01:18:00,15,31
2021/04/14,01:19:00,14,31
2021/04/14,01:20:00,12,31
2021/04/14,01:21:00,11,31
2021/04/14,01:22:00,10,31
2021/04/14,01:23:00,14,31
2021/04/14,01:24:00,12,31
2021/04/14,01:25:00,11,31
2021/04/14,01:26:00,15,31
