Date,Time,PV_W_078,PV_Wh_078
2021/03/20,00:00:00,13,0
2021/03/20,00:01:00,13,0
2021/03/20,00:02:00,10,0
2021/03/20,00:03:00,11,0
2021/03/20,00:04:00,11,0
2021/03/20,00:05:00,9,0
2021/03/20,00:06:00,13,0
2021/03/20,00:07:00,11,0
2021/03/20,00:08:00,15,0
2021/03/20,00:09:00,14,0
2021/03/20,00:10:00,14,0
2021/03/20,00:11:00,15,0
2021/03/20,00:12:00,14,0
2021/03/20,00:13:00,13,0
2021/03/20,00:14:00,13,0
2021/03/20,00:15:00,11,0
2021/03/20,00:16:00,13,0
2021/03/20,00:17:00,13,0
2021/03/20,00:18:00,11,0
2021/03/20,00:19:00,14,0
2021/03/20,00:20:00,15,0
2021/03/20,00:21:00,12,0
2021/03/20,00:22:00,11,0
2021/03/20,00:23:00,13,0
2021/03/20,00:24:00,12,0
2021/03/20,00:25:00,13,0
2021/03/20,00:26:00,12,0
2021/03/20,00:27:00,15,0
2021/03/20,00:28:00,13,0
2021/03/20,00:29:00,11,0
2021/03/20,00:30:00,15,0
2021/03/20,00:31:00,10,0
2021/03/20,00:32:00,10,0
2021/03/20,00:33:00,13,0
2021/03/20,00:34:00,13,0
2021/03/20,00:35:00,12,0
2021/03/20,00:36:00,11,0
2021/03/20,00:37:00,11,0
2021/03/20,00:38:00,15,0
2021/03/20,00:39:00,13,0
2021/03/20,00:40:00,11,0
2021/03/20,00:41:00,14,0
2021/03/20,00:42:00,12,0
2021/03/20,00:43:00,12,0
2021/03/20,00:44:00,13,0
2021/03/20,00:45:00,12,0
2021/03/20,00:46:00,11,0
2021/03/20,00:47:00,11,0
2021/03/20,00:48:00,12,0
2021/03/20,00:49:00,12,0
2021/03/20,00:50:00,11,0
2021/03/20,00:51:00,14,0
2021/03/20,00:52:00,11,0
2021/03/20,00:53:00,10,0
2021/03/20,00:54:00,10,0
2021/03/20,00:55:00,14,0
2021/03/20,00:56:00,12,0
2021/03/20,00:57:00,12,0
2021/03/20,00:58:00,16,0
2021/03/20,00:59:00,9,0
2021/03/20,01:00:00,13,0
2021/03/20,01:01:00,12,0
2021/03/20,01:02:00,11,0
2021/03/20,01:03:00,11,0
2021/03/20,01:04:00,10,0
2021/03/20,01:05:00,9,0
2021/03/20,01:06:00,11,0
2021/03/20,01:07:00,12,0
2021/03/20,01:08:00,13,0
2021/03/20,01:09:00,9,0
2021/03/20,01:10:00,12,0
2021/03/20,01:11:00,12,0
2021/03/20,01:12:00,15,0
2021/03/20,01:13:00,10,0
2021/03/20,01:14:00,12,0
2021/03/20,01:15:00,10,0
2021/03/20,01:16:00,14,0
2021/03/20,01:17:00,13,0
2021/03/20,01:18:00,14,0
2021/03/20,01:19:00,12,0
2021/03/20,01:20:00,11,0
2021/03/20,01:21:00,13,0
2021/03/20,01:22:00,13,0
2021/03/20,01:23:00,10,0
2021/03/20,01:24:00,15,0
2021/03/20,01:25:00,11,0
2021/03/20,01:26:00,10,0
2021/03/20,01:27:00,13,0
2021/03/20,01:28:00,11,0
2021/03/20,01:29:00,13,0
2021/03/20,01:30:00,11,0
2021/03/20,01:31:00,9,0
2021/03/20,01:32:00,11,0
2021/03/20,01:33:00,13,0
2021/03/20,01:34:00,14,0
2021/03/20,01:35:00,11,0
2021/03/20,01:36:00,14,0
2021/03/20,01:37:00,14,0
2021/03/20,01:38:00,14,0
2021/03/20,01:39:00,13,0
2021/03/20,01:40:00,10,0
2021/03/20,01:41:00,9,0
2021/03/20,01:42:00,13,0
2021/03/20,01:43:00,15,0
2021/03/20,01:44:00,12,0
2021/03/20,01:45:00,10,0
2021/03/20,01:46:00,11,0
2021/03/20,01:47:00,13,0
2021/03/20,01:48:00,12,0
2021/03/20,01:49:00,12,0
2021/03/20,01:50:00,12,0
2021/03/20,01:51:00,13,0
2021/03/20,01:52:00,10,0
2021/03/20,01:53:00,12,0
2021/03/20,01:54:00,12,0
2021/03/20,01:55:00,11,0
2021/03/20,01:56:00,13,0
2021/03/20,01:57:00,13,0
2021/03/20,01:58:00,12,0
2021/03/20,01:59:00,13,0
2021/03/20,02:00:00,11,0
2021/03/20,02:01:00,15,0
2021/03/20,02:02:00,13,0
2021/03/20,02:03:00,14,0
2021/03/20,02:04:00,15,0
2021/03/20,02:05:00,13,0
2021/03/20,02:06:00,15,0
2021/03/20,02:07:00,15,0
2021/03/20,02:08:00,9,0
2021/03/20,02:09:00,12,0
2021/03/20,02:10:00,11,0
2021/03/20,02:11:00,10,0
2021/03/20,02:12:00,12,0
2021/03/20,02:13:00,13,31
2021/03/20,02:14:00,14,31
2021/03/20,02:15:00,11,31
2021/03/20,02:16:00,12,31
2021/03/20,02:17:00,11,31
2021/03/20,02:18:00,13,31
2021/03/20,02:19:00,13,31
2021/03/20,02:20:00,13,31
2021/03/20,02:21:00,12,31
2021/03/20,02:22:00,13,31
2021/03/20,02:23:00,12,31
2021/03/20,02:24:00,12,31
2021/03/20,02:25:00,14,31
2021/03/20,02:26:00,11,31
2021/03/20,02:27:00,12,31
2021/03/20,02:28:00,10,31
2021/03/20,02:29:00,9,31
2021/03/20,02:30:00,11,31
2021/03/20,02:31:00,10,31
2021/03/20,02:32:00,13,31
2021/03/20,02:33:00,13,31
2021/03/20,02:34:00,13,31
2021/03/20,02:35:00,10,31
2021/03/20,02:36:00,12,31
2021/03/20,02:37:00,11,31
2021/03/20,02:38:00,12,31
2021/03/20,02:39:00,8,31
2021/03/20,02:40:00,14,31
2021/03/20,02:41:00,14,31
2021/03/20,02:42:00,7,31
2021/03/20,02:43:00,14,31
2021/03/20,02:44:00,10,31
2021/03/20,02:45:00,11,31
2021/03/20,02:46:00,14,31
2021/03/20,02:47:00,13,31
2021/03/20,02:48:00,10,31
2021/03/20,02:49:00,12,31
2021/03/20,02:50:00,12,31
2021/03/20,02:51:00,13,31
2021/03/20,02:52:00,12,31
2021/03/20,02:53:00,11,31
2021/03/20,02:54:00,15,31
2021/03/20,02:55:00,13,31
2021/03/20,02:56:00,12,31
2021/03/20,02:57:00,11,31
2021/03/20,02:58:00,13,31
2021/03/20,02:59:00,13,31
2021/03/20,03:00:00,11,31
2021/03/20,03:01:00,15,31
2021/03/20,03:02:00,15,31
2021/03/20,03:03:00,14,31
2021/03/20,03:04:00,13,31
2021/03/20,03:05:00,14,31
2021/03/20,03:06:00,11,31
2021/03/20,03:07:00,13,31
2021/03/20,03:08:00,12,31
2021/03/20,03:09:00,15,31
2021/03/20,03:10:00,13,31
2021/03/20,03:11:00,13,31
2021/03/20,03:12:00,11,31
2021/03/20,03:13:00,13,31
2021/03/20,03:14:00,13,31
2021/03/20,03:15:00,11,31
2021/03/20,03:16:00,15,31
2021/03/20,03:17:00,12,31
2021/03/20,03:18:00,14,31
2021/03/20,03:19:00,13,31
2021/03/20,03:20:00,15,31
2021/03/20,03:21:00,12,31
2021/03/20,03:22:00,12,31
2021/03/20,03:23:00,10,31
2021/03/20,03:24:00,14,31
2021/03/20,03:25:00,14,31
2021/03/20,03:26:00,12,31
2021/03/20,03:27:00,11,31
2021/03/20,03:28:00,11,31
2021/03/20,03:29:00,13,31
2021/03/20,03:30:00,14,31
2021/03/20,03:31:00,10,31
2021/03/20,03:32:00,13,31
2021/03/20,03:33:00,11,31
2021/03/20,03:34:00,9,31
2021/03/20,03:35:00,15,31
2021/03/20,03:36:00,13,31
2021/03/20,03:37:00,15,31
2021/03/20,03:38:00,13,31
2021/03/20,03:39:00,15,31
2021/03/20,03:40:00,12,31
2021/03/20,03:41:00,12,31
2021/03/20,03:42:00,13,31
2021/03/20,03:43:00,11,31
2021/03/20,03:44:00,12,31
2021/03/20,03:45:00,13,31
2021/03/20,03:46:00,13,31
2021/03/20,03:47:00,13,31
2021/03/20,03:48:00,13,31
2021/03/20,03:49:00,15,31
2021/03/20,03:50:00,10,31
2021/03/20,03:51:00,12,31
2021/03/20,03:52:00,10,31
2021/03/20,03:53:00,10,31
2021/03/20,03:54:00,11,31
2021/03/20,03:55:00,15,31
2021/03/20,03:56:00,12,31
2021/03/20,03:57:00,13,31
2021/03/20,03:58:00,15,31
2021/03/20,03:59:00,12,31
2021/03/20,04:00:00,14,31
2021/03/20,04:01:00,15,31
2021/03/20,04:02:00,14,31
2021/03/20,04:03:00,12,31
2021/03/20,04:04:00,13,31
2021/03/20,04:05:00,15,31
2021/03/20,04:06:00,12,31
2021/03/20,04:07:00,13,31
2021/03/20,04:08:00,12,31
2021/03/20,04:09:00,12,31
2021/03/20,04:10:00,13,31
2021/03/20,04:11:00,15,31
2021/03/20,04:12:00,15,31
2021/03/20,04:13:00,14,31
2021/03/20,04:14:00,12,31
2021/03/20,04:15:00,10,31
2021/03/20,04:16:00,13,31
2021/03/20,04:17:00,13,31
2021/03/20,04:18:00,10,31
2021/03/20,04:19:00,11,31
2021/03/20,04:20:00,12,31
2021/03/20,04:21:00,13,31
2021/03/20,04:22:00,12,31
2021/03/20,04:23:00,12,31
2021/03/20,04:24:00,13,31
2021/03/20,04:25:00,15,31
2021/03/20,04:26:00,12,31
2021/03/20,04:27:00,11,31
2021/03/20,04:28:00,11,31
2021/03/20,04:29:00,12,31
2021/03/20,04:30:00,11,31
2021/03/20,04:31:00,12,31
2021/03/20,04:32:00,8,31
2021/03/20,04:33:00,10,31
2021/03/20,04:34:00,12,31
2021/03/20,04:35:00,12,31
2021/03/20,04:36:00,10,31
2021/03/20,04:37:00,10,31
2021/03/20,04:38:00,14,31
2021/03/20,04:39:00,13,31
2021/03/20,04:40:00,14,31
2021/03/20,04:41:00,11,31
2021/03/20,04:42:00,15,31
2021/03/20,04:43:00,11,31
2021/03/20,04:44:00,13,31
2021/03/20,04:45:00,11,31
2021/03/20,04:46:00,11,63
2021/03/20,04:47:00,12,63
2021/03/20,04:48:00,13,63
2021/03/20,04:49:00,13,63
2021/03/20,04:50:00,14,63
2021/03/20,04:51:00,12,63
2021/03/20,04:52:00,9,63
2021/03/20,04:53:00,12,63
2021/03/20,04:54:00,13,63
2021/03/20,04:55:00,10,63
2021/03/20,04:56:00,12,63
2021/03/20,04:57:00,13,63
2021/03/20,04:58:00,11,63
2021/03/20,04:59:00,12,63
2021/03/20,05:00:00,13,63
2021/03/20,05:01:00,13,63
2021/03/20,05:02:00,11,63
2021/03/20,05:03:00,16,63
2021/03/20,05:04:00,13,63
2021/03/20,05:05:00,14,63
2021/03/20,05:06:00,10,63
2021/03/20,05:07:00,11,63
2021/03/20,05:08:00,13,63
2021/03/20,05:09:00,12,63
2021/03/20,05:10:00,11,63
2021/03/20,05:11:00,12,63
2021/03/20,05:12:00,8,63
2021/03/20,05:13:00,10,63
2021/03/20,05:14:00,11,63
2021/03/20,05:15:00,11,63
2021/03/20,05:16:00,13,63
2021/03/20,05:17:00,13,63
2021/03/20,05:18:00,11,63
2021/03/20,05:19:00,11,63
2021/03/20,05:20:00,12,63
2021/03/20,05:21:00,11,63
2021/03/20,05:22:00,11,63
2021/03/20,05:23:00,13,63
2021/03/20,05:24:00,12,63
2021/03/20,05:25:00,13,63
2021/03/20,05:26:00,10,63
2021/03/20,05:27:00,13,63
2021/03/20,05:28:00,13,63
2021/03/20,05:29:00,9,63
2021/03/20,05:30:00,14,63
2021/03/20,05:31:00,13,63
2021/03/20,05:32:00,16,63
2021/03/20,05:33:00,9,63
2021/03/20,05:34:00,14,63
2021/03/20,05:35:00,12,63
2021/03/20,05:36:00,10,63
2021/03/20,05:37:00,14,63
2021/03/20,05:38:00,13,63
2021/03/20,05:39:00,15,63
2021/03/20,05:40:00,12,63
2021/03/20,05:41:00,14,63
2021/03/20,05:42:00,15,63
2021/03/20,05:43:00,13,63
2021/03/20,05:44:00,14,63
2021/03/20,05:45:00,10,63
2021/03/20,05:46:00,14,63
2021/03/20,05:47:00,14,63
2021/03/20,05:48:00,12,63
2021/03/20,05:49:00,13,63
2021/03/20,05:50:00,11,63
2021/03/20,05:51:00,13,63
2021/03/20,05:52:00,13,63
2021/03/20,05:53:00,16,63
2021/03/20,05:54:00,10,63
2021/03/20,05:55:00,10,63
2021/03/20,05:56:00,11,63
2021/03/20,05:57:00,14,63
2021/03/20,05:58:00,13,63
2021/03/20,05:59:00,13,63
2021/03/20,06:00:00,12,63
2021/03/20,06:01:00,15,63
2021/03/20,06:02:00,12,63
2021/03/20,06:03:00,13,63
2021/03/20,06:04:00,12,63
2021/03/20,06:05:00,14,63
2021/03/20,06:06:00,15,63
2021/03/20,06:07:00,11,63
2021/03/20,06:08:00,14,63
2021/03/20,06:09:00,11,63
2021/03/20,06:10:00,12,63
2021/03/20,06:11:00,12,63
2021/03/20,06:12:00,12,63
2021/03/20,06:13:00,14,63
2021/03/20,06:14:00,9,63
2021/03/20,06:15:00,8,63
2021/03/20,06:16:00,12,63
2021/03/20,06:17:00,10,63
2021/03/20,06:18:00,13,63
2021/03/20,06:19:00,12,63
2021/03/20,06:20:00,12,63
2021/03/20,06:21:00,15,63
2021/03/20,06:22:00,11,63
2021/03/20,06:23:00,11,63
2021/03/20,06:24:00,14,63
2021/03/20,06:25:00,12,63
2021/03/20,06:26:00,12,63
2021/03/20,06:27:00,13,63
2021/03/20,06:28:00,9,63
2021/03/20,06:29:00,13,63
2021/03/20,06:30:00,13,63
2021/03/20,06:31:00,-122,63
2021/03/20,06:32:00,-86,63
2021/03/20,06:33:00,-58,63
2021/03/20,06:34:00,20,63
2021/03/20,06:35:00,278,63
2021/03/20,06:36:00,496,63
2021/03/20,06:37:00,612,94
2021/03/20,06:38:00,795,94
2021/03/20,06:39:00,950,125
2021/03/20,06:40:00,1045,125
2021/03/20,06:41:00,1050,156
2021/03/20,06:42:00,1105,156
2021/03/20,06:43:00,1050,188
2021/03/20,06:44:00,1070,188
2021/03/20,06:45:00,753,219
2021/03/20,06:46:00,1163,219
2021/03/20,06:47:00,1261,250
2021/03/20,06:48:00,1357,281
2021/03/20,06:49:00,1466,281
2021/03/20,06:50:00,1559,313
2021/03/20,06:51:00,1691,344
2021/03/20,06:52:00,1797,375
2021/03/20,06:53:00,1902,406
2021/03/20,06:54:00,1981,438
2021/03/20,06:55:00,2025,469
2021/03/20,06:56:00,2085,500
2021/03/20,06:57:00,2147,531
2021/03/20,06:58:00,2181,594
2021/03/20,06:59:00,2129,625
2021/03/20,07:00:00,2065,656
2021/03/20,07:01:00,2029,719
2021/03/20,07:02:00,2016,750
2021/03/20,07:03:00,1944,781
2021/03/20,07:04:00,1912,813
2021/03/20,07:05:00,1933,844
2021/03/20,07:06:00,1987,875
2021/03/20,07:07:00,2033,906
2021/03/20,07:08:00,2136,938
2021/03/20,07:09:00,2213,969
2021/03/20,07:10:00,2270,1000
2021/03/20,07:11:00,2381,1031
2021/03/20,07:12:00,2585,1094
2021/03/20,07:13:00,2731,1125
2021/03/20,07:14:00,2784,1156
2021/03/20,07:15:00,2829,1219
2021/03/20,07:16:00,2832,1250
2021/03/20,07:17:00,2808,1313
2021/03/20,07:18:00,2738,1344
2021/03/20,07:19:00,2616,1406
2021/03/20,07:20:00,2574,1438
2021/03/20,07:21:00,2591,1469
2021/03/20,07:22:00,2608,1531
2021/03/20,07:23:00,2569,1563
2021/03/20,07:24:00,2530,1594
2021/03/20,07:25:00,2570,1656
